0,Zabbix server,6.0,AlertScriptsPath,no,,/usr/local/share/zabbix/alertscripts,Location of custom alert scripts (depends on compile-time installation variable <em>datadir</em>).
0,Zabbix server,6.0,AllowRoot,no,,0,"Allow the server to run as 'root'. If disabled and the server is started by 'root', the server will try to switch to the 'zabbix' user instead. Has no effect if started under a regular user.<br>0 - do not allow<br>1 - allow"
0,Zabbix server,6.0,AllowUnsupportedDBVersions,no,,0,Allow the server to work with unsupported database versions.<br>0 - do not allow<br>1 - allow
0,Zabbix server,6.0,CacheSize,no,128K-64G,32M,"Size of configuration cache, in bytes.<br>Shared memory size for storing host, item and trigger data."
0,Zabbix server,6.0,CacheUpdateFrequency,no,1-3600,60,Determines how often Zabbix will perform update of configuration cache in seconds.<br>See also runtime control options.
0,Zabbix server,6.0,DBHost,no,,localhost,Database host name.<br>In case of MySQL localhost or empty string results in using a socket. In case of PostgreSQL<br>only empty string results in attempt to use socket.<br>In case of Oracle empty string results in using the Net Service Name connection method; in this case consider using the TNS_ADMIN environment variable to specify the directory of the tnsnames.ora file.
0,Zabbix server,6.0,DBName,yes,,,"Database name.<br>In case of Oracle if the Net Service Name connection method is used, specify the service name from tnsnames.ora or set to empty string; set the TWO_TASK environment variable if DBName is set to empty string."
0,Zabbix server,6.0,DBPassword,no,,,Database password.<br>Comment this line if no password is used.
0,Zabbix server,6.0,DBPort,no,1024-65535,,Database port when not using local socket.<br>In case of Oracle if the Net Service Name connection method is used this parameter will be ignored; the port number from the tnsnames.ora file will be used instead.
0,Zabbix server,6.0,DBSchema,no,,,Schema name. Used for PostgreSQL.
0,Zabbix server,6.0,DBSocket,no,,,Path to MySQL socket file.
0,Zabbix server,6.0,DBUser,no,,,Database user.
0,Zabbix server,6.0,DBTLSConnect,no,,,"Setting this option enforces the use of TLS connection to database:<br><em>required</em> - connect using TLS<br><em>verify_ca</em> - connect using TLS and verify certificate<br><em>verify_full</em> - connect using TLS, verify certificate and verify that database identity specified by DBHost matches its certificate<br><br>On MySQL starting from 5.7.11 and PostgreSQL the following values are supported: ""required"", ""verify_ca"", ""verify_full"". On MariaDB starting from version 10.2.6 ""required"" and ""verify_full"" values are supported.<br>By default, not set to any option and the behavior depends on database configuration.<br><br>This parameter is supported since Zabbix 5.0.0."
0,Zabbix server,6.0,DBTLSCAFile,"no<br>(yes, if DBTLSConnect set to one of: verify_ca, verify_full)",,,Full pathname of a file containing the top-level CA(s) certificates for database certificate verification.<br>This parameter is supported since Zabbix 5.0.0.
0,Zabbix server,6.0,DBTLSCertFile,no,,,Full pathname of file containing Zabbix server certificate for authenticating to database.<br>This parameter is supported since Zabbix 5.0.0.
0,Zabbix server,6.0,DBTLSKeyFile,no,,,Full pathname of file containing the private key for authenticating to database.<br>This parameter is supported since Zabbix 5.0.0.
0,Zabbix server,6.0,DBTLSCipher,no,,,The list of encryption ciphers that Zabbix server permits for TLS protocols up through TLSv1.2.<br>Supported only for MySQL.<br>This parameter is supported since Zabbix 5.0.0.
0,Zabbix server,6.0,DBTLSCipher13,no,,,"The list of encryption ciphersuites that Zabbix server permits for TLSv1.3 protocol.<br>Supported only for MySQL, starting from version 8.0.16.<br>This parameter is supported since Zabbix 5.0.0."
0,Zabbix server,6.0,DebugLevel,no,0-5,3,Specifies debug level:<br>0 - basic information about starting and stopping of Zabbix processes<br>1 - critical information<br>2 - error information<br>3 - warnings<br>4 - for debugging (produces lots of information)<br>5 - extended debugging (produces even more information)<br>See also runtime control options.
0,Zabbix server,6.0,ExportDir,no,,,"Directory for real-time export of events, history and trends in newline-delimited JSON format. If set, enables real-time export.<br>This parameter is supported since Zabbix 4.0.0."
0,Zabbix server,6.0,ExportFileSize,no,1M-1G,1G,Maximum size per export file in bytes. Only used for rotation if ExportDir is set.<br>This parameter is supported since Zabbix 4.0.0.
0,Zabbix server,6.0,ExportType,no,,,"List of comma-delimited entity types (events, history, trends) for real-time export (all types by default). Valid only if ExportDir is set.<br><em>Note</em> that if ExportType is specified, but ExportDir is not, then this is a configuration error and the server will not start.<br>e.g.:<br>ExportType=history,trends - export history and trends only<br>ExportType=events - export events only"
0,Zabbix server,6.0,ExternalScripts,no,,/usr/local/share/zabbix/externalscripts,Location of external scripts (depends on compile-time installation variable <em>datadir</em>).
0,Zabbix server,6.0,Fping6Location,no,,/usr/sbin/fping6,"Location of fping6.<br>Make sure that fping6 binary has root ownership and SUID flag set.<br>Make empty (""Fping6Location="") if your fping utility is capable to process IPv6 addresses."
0,Zabbix server,6.0,FpingLocation,no,,/usr/sbin/fping,Location of fping.<br>Make sure that fping binary has root ownership and SUID flag set!
0,Zabbix server,6.0,HANodeName,no,,,The high availability cluster node name.<br>When empty the server is working in standalone mode and a node with empty name is created.
0,Zabbix server,6.0,HistoryCacheSize,no,128K-2G,16M,"Size of history cache, in bytes.<br>Shared memory size for storing history data."
0,Zabbix server,6.0,HistoryIndexCacheSize,no,128K-2G,4M,"Size of history index cache, in bytes.<br>Shared memory size for indexing history data stored in history cache.<br>The index cache size needs roughly 100 bytes to cache one item.<br>This parameter is supported since Zabbix 3.0.0."
